N1,N2,D,C_real1,C_real2
0.0,0.0,0.0,400.0,400.0
0.0,0.0,0.0,399.4033503583158,399.41140562031177
0.0,0.0,0.0,398.5384218328097,399.4499443237371
0.0,0.0,0.0,396.31254349898643,399.1899775327895
0.0,0.0,0.0,397.382477505405,400.0534869937349
0.0,0.0,0.0,398.5312633475031,401.1707398394036
0.0,0.0,0.0,400.04215726752903,400.0335583191662
0.0,0.0,0.0,400.8873540160991,398.1721697149108
0.0,0.0,0.0,400.2698010096998,396.28647271793193
0.0,0.0,0.0,401.31190984265464,397.67790511075134
0.0,0.0,0.0,401.0929995134906,399.48919856786193
0.0,0.0,0.0,400.4010751100037,399.64827935518184
0.0,0.0,0.0,400.54762828823874,398.589736288795
0.0,0.0,0.0,400.9763815291955,400.55084765086326
0.0,0.0,0.0,399.93659216471036,401.4421361488803
0.0,0.0,0.0,399.7837892023325,403.1893786379488
0.0,0.0,0.0,400.27252350661587,403.8160515635248
0.0,0.0,0.0,400.9133706986408,404.0061257327693
0.0,0.0,0.0,399.5054530130376,405.3361503770055
0.0,0.0,0.0,398.145117553972,405.49175596507433
0.0,0.0,0.0,398.79069119762204,404.56779403369035
0.0,0.0,0.0,398.9567825951793,405.6642708580686
0.0,0.0,0.0,398.9516801303118,404.6872956332132
0.0,0.0,0.0,396.05453498431586,403.64227788839094
0.0,0.0,0.0,395.52643209251727,403.06743248082455
0.0,0.0,0.0,394.63730993109647,403.39494572753125
0.0,0.0,0.0,394.1474206795355,403.23018838983944
0.0,0.0,0.0,394.91882235302313,402.3217570114768
0.0,0.0,0.0,394.6985354105375,404.44137853103234
0.0,0.0,0.0,395.6572145235502,403.0763497995848
0.0,0.0,0.0,395.6463249351494,403.59098050324764
0.0,0.0,0.0,396.94907343335933,403.68212986259584
0.0,0.0,0.0,396.46762171571845,402.893004742749
0.0,0.0,0.0,397.1688820664801,403.15945735411833
0.0,0.0,0.0,396.6976961983286,402.91999853972703
0.0,0.0,0.0,396.3341438913942,403.59774506869985
0.0,0.0,0.0,395.7028028562981,404.0265615673493
0.0,0.0,0.0,396.62294164329387,404.44825059059184
0.0,0.0,0.0,395.8432703224463,405.7226066338815
0.0,0.0,0.0,395.2323482564242,406.05826294065764
0.0,0.0,0.0,394.55594119632246,404.21786578856455
0.0,0.0,0.0,394.86818330691955,404.4368020041348
0.0,0.0,0.0,394.87250390610444,404.641534161967
0.0,0.0,0.0,394.3058899743343,403.8295617969508
0.0,0.0,0.0,394.2279733620087,405.6766333433518
0.0,0.0,0.0,395.13509263282054,405.06576775911327
0.0,0.0,0.0,395.7717447857388,404.5064512447202
0.0,0.0,0.0,395.3822751800439,405.2937711310846
0.0,0.0,0.0,394.9312321551631,403.5337741819582
0.0,0.0,0.0,394.1050702432747,403.5648815044175
0.0,0.0,0.0,394.32623191637225,404.74829489437917
0.0,0.0,0.0,393.70052367159826,405.4033251752946
0.0,0.0,0.0,394.2268339671259,405.1674101246978
0.0,0.0,0.0,395.1547456478798,405.5765475876624
0.0,0.0,0.0,394.3703268771946,406.55937240266036
0.0,0.0,0.0,393.2399645769033,406.514502726948
0.0,0.0,0.0,393.35044653931396,406.83478363782865
0.0,0.0,0.0,392.731498529375,406.69057632915985
0.0,0.0,0.0,392.70688556331834,407.5803265124162
0.0,0.0,0.0,392.0278043071197,407.53193042340683
0.0,0.0,0.0,391.89389882089904,406.1131527663281
0.0,0.0,0.0,394.69871243321194,405.9431268206999
0.0,0.0,0.0,393.2971958829867,407.25698467004463
0.0,0.0,0.0,392.33413233998294,407.5120199776307
0.0,0.0,0.0,393.3195413936648,406.74331871137133
0.0,0.0,0.0,392.9955701060331,406.09518677825133
0.0,0.0,0.0,392.97782535302764,404.37474799777186
0.0,0.0,0.0,391.8532198099485,404.1626418742983
0.0,0.0,0.0,393.02052834118587,404.7257917125807
0.0,0.0,0.0,394.86049047696406,405.34310447727574
0.0,0.0,0.0,394.4316954342568,405.1348731975034
0.0,0.0,0.0,392.4901780378463,404.0917234004453
0.0,0.0,0.0,391.58826686115594,404.295140201728
0.0,0.0,0.0,392.3686260923187,403.66398624314763
0.0,0.0,0.0,391.90024276132993,402.0568229466139
0.0,0.0,0.0,391.89905535211676,402.26906033946887
0.0,0.0,0.0,392.47153548298184,401.4471303884357
0.0,0.0,0.0,394.5774399280004,402.61599397112775
0.0,0.0,0.0,394.5675600074013,402.0455470052053
0.0,0.0,0.0,394.331200907697,402.1622551782813
0.0,0.0,0.0,394.4015207056599,402.6094346108801
0.0,0.0,0.0,395.2585670097193,403.9324319783232
0.0,0.0,0.0,396.48129023017043,403.7588794107622
0.0,0.0,0.0,396.9259600855931,403.31173024383247
0.0,0.0,0.0,396.38804325706,405.1696882564522
0.0,0.0,0.0,395.9867672804857,407.078489922428
0.0,0.0,0.0,395.70347623961686,407.21959180349216
0.0,0.0,0.0,396.86309170199087,407.12946189046676
0.0,0.0,0.0,397.3084037928133,406.77600197720614
0.0,0.0,0.0,396.87798667720006,406.5038511253244
0.0,0.0,0.0,396.2799123885191,408.03286338017904
0.0,0.0,0.0,396.17389157542067,409.62916315182724
0.0,0.0,0.0,393.55290215977794,409.49641886347626
0.0,0.0,0.0,394.2195320581552,409.0521795843347
0.0,0.0,0.0,395.4083084802447,409.5486729220097
0.0,0.0,0.0,395.20965391494,409.8333819041304
0.0,0.0,0.0,398.1006993452164,409.9305644382571
0.0,0.0,0.0,398.43460611879163,409.3356997279087
0.0,0.0,0.0,398.5970346148371,407.9009524913738
0.0,0.0,0.0,398.4244407978899,410.23537387135576
0.0,0.0,0.0,399.52119520319457,410.71735845234275
0.0,0.0,0.0,400.6378970213762,412.4327549850405
0.0,0.0,0.0,401.2278141098285,414.31124475705917
0.0,0.0,0.0,402.2857369719617,414.2565538803979
0.0,0.0,0.0,403.9769128811251,411.677505425725
0.0,0.0,0.0,403.34976052225176,411.7642795948148
0.0,0.0,0.0,402.39163046082035,411.4275497385268
0.0,0.0,0.0,401.7214830671693,410.5972033212244
0.0,0.0,0.0,404.41202501581876,411.0612813003524
0.0,0.0,0.0,404.2952214195333,412.2072046769797
0.0,0.0,0.0,403.9974116143379,412.90548029036705
0.0,0.0,0.0,404.2927203154234,414.3340176566322
0.0,0.0,0.0,402.8134788530345,414.87970781513593
