N1,N2,D,C_real1,C_real2
0.0,0.0,0.0,400.0,400.0
0.0,0.0,0.0,403.11483365489624,399.4675384069843
0.0,0.0,0.0,403.4133300964452,399.05037601741293
0.0,0.0,0.0,401.12292247356476,400.82045363187154
0.0,0.0,0.0,400.84185502647165,401.6544715417718
0.0,0.0,0.0,402.91604096370827,402.156051519296
0.0,0.0,0.0,403.85603335245014,400.2015867320187
0.0,0.0,0.0,402.90300217853314,400.52899119723855
0.0,0.0,0.0,403.9078107437502,401.87119308017725
0.0,0.0,0.0,405.0946650279701,401.15213737364485
0.0,0.0,0.0,406.2989241781786,400.40818525574184
0.0,0.0,0.0,405.40468254724567,400.39910592894955
0.0,0.0,0.0,405.83570638701275,400.22575903346706
0.0,0.0,0.0,407.0939460785884,399.6074416648759
0.0,0.0,0.0,406.2437515408733,400.630014822682
0.0,0.0,0.0,405.5943784802799,401.0573853351759
0.0,0.0,0.0,405.363319388714,401.06547107882915
0.0,0.0,0.0,405.0241376273189,402.88907498819015
0.0,0.0,0.0,404.75457246892176,404.4200838397892
0.0,0.0,0.0,405.4401209015301,403.8266917650269
0.0,0.0,0.0,404.60492826967015,403.8593993682488
0.0,0.0,0.0,406.217492047462,403.61090841697614
0.0,0.0,0.0,405.96488461278904,402.1838744479866
0.0,0.0,0.0,405.92306586056884,400.5811614552996
0.0,0.0,0.0,404.53846264009167,400.6475242186684
0.0,0.0,0.0,403.5880434236483,400.4052948328897
0.0,0.0,0.0,402.5788058026991,400.42308385766484
0.0,0.0,0.0,401.56962349949237,399.6527022437964
0.0,0.0,0.0,401.280742054524,399.48518168204146
0.0,0.0,0.0,399.3778506443357,401.1010406316701
0.0,0.0,0.0,400.53265762636755,400.6007683935632
0.0,0.0,0.0,401.5440781415428,399.6058821472091
0.0,0.0,0.0,400.27576726921313,401.5358495060572
0.0,0.0,0.0,399.82880603026297,403.05820988061913
0.0,0.0,0.0,397.91326042552066,402.0170954364328
0.0,0.0,0.0,397.5369197439588,402.0887308186012
0.0,0.0,0.0,396.7076989507823,402.41818029059976
0.0,0.0,0.0,395.81979018581325,400.9956802349137
0.0,0.0,0.0,395.5441303777313,400.80097200639045
0.0,0.0,0.0,395.3705468317307,400.54073318379966
0.0,0.0,0.0,395.27198570824885,401.10581438730475
0.0,0.0,0.0,394.38671612264864,400.4371212416416
0.0,0.0,0.0,395.1907955571416,401.6643588650875
0.0,0.0,0.0,394.99711334265544,403.20339511561514
0.0,0.0,0.0,394.08941688297824,403.2346518608057
0.0,0.0,0.0,394.2081529594208,402.01068288663765
0.0,0.0,0.0,393.2025261891005,401.8672202326769
0.0,0.0,0.0,392.57282858447775,402.51215890501015
0.0,0.0,0.0,392.250320806533,401.4499788566845
0.0,0.0,0.0,392.4950528168737,402.14525041908007
0.0,0.0,0.0,392.99752825124426,403.18354842562843
0.0,0.0,0.0,394.28180637662024,402.22799209399454
0.0,0.0,0.0,396.0841494598047,402.3585118196825
0.0,0.0,0.0,396.6465878456455,401.42265238014556
0.0,0.0,0.0,398.32922991088503,400.8782760873644
0.0,0.0,0.0,397.7827231745527,402.2964356549115
0.0,0.0,0.0,396.9738849869346,401.741691295841
0.0,0.0,0.0,396.9774906755253,401.29605831381406
0.0,0.0,0.0,396.52683188958514,402.4391123070001
0.0,0.0,0.0,396.1645826854043,402.4993522225293
0.0,0.0,0.0,395.5827258960968,402.2404025735509
0.0,0.0,0.0,396.20139858282465,402.15774584303136
0.0,0.0,0.0,395.912343986893,400.0659267106143
0.0,0.0,0.0,395.9816583309535,399.0915505588232
0.0,0.0,0.0,396.1320165469221,400.11204692307524
0.0,0.0,0.0,395.30098707826534,398.7733490849394
0.0,0.0,0.0,395.1150690083743,399.184983347624
0.0,0.0,0.0,393.2927788079316,398.33298298073095
0.0,0.0,0.0,392.3743904729169,398.5678617374856
0.0,0.0,0.0,392.3657350353998,398.8873033621579
0.0,0.0,0.0,393.057890021015,398.5047807192558
0.0,0.0,0.0,393.8382218021215,397.95901163426197
0.0,0.0,0.0,392.5705494094913,398.18265458896633
0.0,0.0,0.0,392.1196888639601,398.3200170501413
0.0,0.0,0.0,393.66214780875885,396.4825881871583
0.0,0.0,0.0,394.08462185205735,396.95519214485506
0.0,0.0,0.0,393.8669839035316,396.82051095406337
0.0,0.0,0.0,393.534384307683,396.3673483669022
0.0,0.0,0.0,391.8218842346047,395.43988616496637
0.0,0.0,0.0,393.0120172914116,396.58785467843296
0.0,0.0,0.0,393.29319575954855,396.7658479965993
0.0,0.0,0.0,391.2203843160698,396.30814898364775
0.0,0.0,0.0,390.2648208156956,396.45616836208626
0.0,0.0,0.0,389.17995870224075,396.7365642333912
0.0,0.0,0.0,391.0994082595741,396.03417625882696
0.0,0.0,0.0,390.8713341563938,396.1063446545371
0.0,0.0,0.0,391.38310654787415,394.3146748283144
0.0,0.0,0.0,391.23454802599724,394.71750847746847
0.0,0.0,0.0,391.00761706938357,394.7544581103906
0.0,0.0,0.0,392.40081854379395,395.4611165079475
0.0,0.0,0.0,391.5121859749697,396.31687169246084
0.0,0.0,0.0,390.5828641181887,396.91379542325353
0.0,0.0,0.0,391.64416373875196,397.01018957479164
0.0,0.0,0.0,392.9713912457267,396.9684815946197
0.0,0.0,0.0,392.9290835105645,397.152680931978
0.0,0.0,0.0,391.1326609919332,399.52511043129186
0.0,0.0,0.0,390.9602447876535,398.07533095655464
0.0,0.0,0.0,389.02164743342917,397.8580362770451
0.0,0.0,0.0,389.1901853570648,397.6215357390933
0.0,0.0,0.0,388.94939396739164,397.813641366551
