400,399.4265137,0
409.0832825,404.0619202,1
418.3455811,407.2114258,1
426.8206787,411.2089539,1
437.8983459,417.9851074,1
444.0147705,419.60849,1
455.3381348,423.5541077,1
461.93927,427.03125,1
470.9845581,442.5043945,1
478.2773132,453.9128418,1
487.596283,466.2829895,1
493.557251,472.953949,1
504.3120728,483.1691589,1
508.7009888,490.6188965,1
506.0076904,503.6427917,0
503.4015198,499.3411865,0
501.0171814,502.3866882,0
497.1890869,502.76297,0
495.6479187,502.1799927,0
494.091156,498.9556274,0
492.9140015,493.2585144,0
490.4486389,491.5822449,0
488.6208496,495.0246887,0
484.5219421,489.5201416,0
481.8206787,484.5358582,0
479.4154358,489.5050354,0
477.9358826,487.737854,0
475.4710999,481.8586121,0
474.0137329,479.7146301,0
473.0220337,478.7612,0
471.4473877,480.255249,0
480.2614746,475.2883301,1
486.1946106,481.4707336,1
492.0560913,478.7247925,1
499.4800415,480.244873,1
503.7291565,484.9808655,1
510.2684631,486.7952576,1
520.694458,493.3274536,1
529.1735229,507.5021362,1
536.7865601,505.5557251,1
548.1343994,512.3654785,1
555.154541,527.9214478,1
562.6095581,536.1605225,1
570.0278931,541.7130127,1
573.6333008,548.2114868,1
578.312561,554.6346436,1
582.5933228,557.7218018,1
586.7081909,562.4094238,1
591.0864868,565.109375,1
597.758728,568.0308228,1
601,573.6425781,1
605.5366211,581.4768066,1
610.9168701,586.5578003,1
621.1534424,589.1647949,1
628.2409668,598.7830811,1
632.005127,607.1525269,1
636.8156128,607.7108765,1
639.5419922,613.0447388,1
642.0331421,621.3406982,1
645.8010254,630.5643921,1
647.3568115,629.5133057,1
651.6239624,637.0721436,1
657.9747314,637.9307861,1
660.178772,642.1373291,1
666.3109741,645.8666992,1
669.4541626,649.3416748,1
672.5266113,657.9022217,1
675.1730957,662.0375366,1
678.3912354,669.90271,1
680.8869629,672.3662109,1
682.9634399,668.1941528,1
684.5900879,677.0098267,1
686.1608276,681.0372925,1
688.085144,678.522644,1
691.159729,684.567627,1
692.6856079,676.1503906,1
695.871582,679.895813,1
701.4992065,684.8927612,1
703.2893677,685.3516846,1
706.8840332,693.4179688,1
709.774292,698.4030762,1
712.9907227,698.6185913,1
714.7210693,704.7528076,1
716.8595581,706.2614136,1
721.2560425,708.8945923,1
723.8692627,717.9088135,1
726.510498,725.8374023,1
728.9245605,721.0664673,1
730.6258545,720.4364624,1
733.2179565,721.3588867,1
