3.970431213378906250e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.951566467285156250e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.038110351562500000e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.079028625488281250e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.243386840820312500e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.215467529296875000e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.304563903808593750e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.426149597167968750e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.540184326171875000e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.634044799804687500e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.723858642578125000e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.718627014160156250e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.834234313964843750e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.866423950195312500e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.948864440917968750e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.944415283203125000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.964556274414062500e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.007629699707031250e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.035596923828125000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.019554443359375000e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.079602355957031250e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.033829956054687500e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.075431823730468750e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.976938171386718750e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.954402770996093750e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.867297973632812500e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.790282287597656250e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.787502441406250000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.779272460937500000e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.815634155273437500e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.806173400878906250e+02,0.000000000000000000e+00,0.000000000000000000e+00
4.831866760253906250e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.841989135742187500e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.844194030761718750e+02,0.000000000000000000e+00,1.000000000000000000e+00
4.949102783203125000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.012352600097656250e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.122552490234375000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.225159912109375000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.254544067382812500e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.272846069335937500e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.363514404296875000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.376577758789062500e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.499423217773437500e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.546563110351562500e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.598146972656250000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.574392089843750000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.682468261718750000e+02,0.000000000000000000e+00,1.000000000000000000e+00
5.758988037109375000e+02,0.000000000000000000e+00,1.000000000000000000e+00
